year,month,district,pcode,rfe,ndvi,temp,pdi,tdi,vdi,cdi,target,district_encoded
2011,3,Belet Weyne,2001,0.0,0.170333333333333,42.7471417273822,0.18,0.7,0.56,0.31,0,10
2011,2,Belet Weyne,2001,0.0,0.173666666666667,40.75509247995024,0.45,0.9,0.54,0.56,0,10
2011,1,Belet Weyne,2001,0.0,0.176,37.92387836027246,0.5,0.72,0.51,0.56,0,10
2010,12,Belet Weyne,2001,0.0,0.182333333333333,40.31834212482224,0.43,0.5,0.52,0.45,0,10
2010,11,Belet Weyne,2001,0.0,0.194333333333333,40.20750540444477,0.61,0.53,0.55,0.59,0,10
2010,10,Belet Weyne,2001,21.365,0.189666666666667,41.251885975455366,1.01,0.6,0.58,0.91,1,10
2010,9,Belet Weyne,2001,44.66,0.179666666666667,41.0804053327303,1.44,0.64,0.82,1.24,1,10
2010,8,Belet Weyne,2001,27.386,0.184333333333333,38.9962058154431,1.02,0.9,0.98,0.99,1,10
2010,7,Belet Weyne,2001,0.259,0.194666666666667,35.81355634734817,0.88,1.09,0.81,0.94,1,10
2010,6,Belet Weyne,2001,1.061,0.233666666666667,34.94022428324977,1.07,1.28,0.59,1.12,1,10
2010,5,Belet Weyne,2001,40.743,0.289,36.61489539414157,0.9,1.24,0.61,0.98,1,10
2010,4,Belet Weyne,2001,52.629,0.224,40.20264718967447,0.78,1.03,0.64,0.85,0,10
2010,3,Belet Weyne,2001,4.97,0.185666666666667,42.25366679580223,1.08,0.85,0.67,1.02,1,10
2010,2,Belet Weyne,2001,0.981,0.181,40.7831344179423,0.99,0.61,0.64,0.9,0,10
2010,1,Belet Weyne,2001,0.0,0.195666666666667,38.341825698229606,0.58,0.6,0.59,0.58,0,10
2009,12,Belet Weyne,2001,0.648,0.231333333333333,39.17684410781137,0.49,0.83,0.59,0.58,0,10
2009,11,Belet Weyne,2001,13.774,0.287333333333333,36.98368717433997,0.69,0.98,0.58,0.76,0,10
2009,10,Belet Weyne,2001,66.253,0.234666666666667,38.34426587617204,0.84,0.79,0.56,0.82,0,10
2009,9,Belet Weyne,2001,25.553,0.177,41.58510617898016,0.67,0.56,0.53,0.64,0,10
2009,8,Belet Weyne,2001,1.864,0.17,38.38484559579106,0.4,0.55,0.52,0.43,0,10
2009,7,Belet Weyne,2001,0.221,0.174,35.87113511838064,0.44,0.54,0.54,0.46,0,10
2009,6,Belet Weyne,2001,1.368,0.201333333333333,38.562066243401766,0.43,0.76,0.56,0.52,0,10
2009,5,Belet Weyne,2001,15.78,0.246666666666667,39.57041007875997,0.44,0.98,0.6,0.58,0,10
2009,4,Belet Weyne,2001,47.617,0.217666666666667,40.25921752325153,0.6,0.83,0.66,0.66,0,10
2009,3,Belet Weyne,2001,0.0,0.190666666666667,42.90084303136387,1.15,0.6,0.71,1.01,1,10
2009,2,Belet Weyne,2001,3.737,0.191333333333333,40.301921310351936,1.24,0.63,0.68,1.09,1,10
2009,1,Belet Weyne,2001,0.0,0.202333333333333,38.714743848683206,0.83,0.61,0.62,0.78,0,10
2008,12,Belet Weyne,2001,0.165,0.244,39.00147256162993,1.0,0.87,0.87,0.97,1,10
2008,11,Belet Weyne,2001,2.622,0.312666666666667,37.06668776900696,1.21,1.08,1.04,1.18,1,10
2008,10,Belet Weyne,2001,86.055,0.255333333333333,37.4975118420258,1.59,0.9,0.79,1.42,1,10
2008,9,Belet Weyne,2001,42.367,0.186666666666667,41.35133376168827,0.99,0.88,0.52,0.96,1,10
2008,8,Belet Weyne,2001,26.282,0.172,38.36881377105374,0.58,1.05,0.5,0.7,0,10
2008,7,Belet Weyne,2001,0.023,0.167666666666667,34.98581137977616,0.29,1.05,0.52,0.48,0,10
2008,6,Belet Weyne,2001,0.953,0.198333333333333,35.40533598669413,0.29,0.82,0.54,0.42,0,10
2008,5,Belet Weyne,2001,30.397,0.233666666666667,37.90309111358844,0.29,0.56,0.58,0.36,0,10
2008,4,Belet Weyne,2001,11.933,0.197,41.53904805387723,0.42,0.81,0.63,0.52,0,10
2008,3,Belet Weyne,2001,0.014,0.186333333333333,42.83816362670441,0.65,1.06,0.69,0.76,0,10
2008,2,Belet Weyne,2001,0.043,0.19,39.70552892931124,0.92,0.9,0.67,0.92,1,10
2008,1,Belet Weyne,2001,0.0,0.199333333333333,39.87160226512367,1.28,0.85,0.62,1.17,1,10
2007,12,Belet Weyne,2001,0.131,0.229,39.32738612088764,1.33,1.03,0.9,1.25,1,10
2007,11,Belet Weyne,2001,42.275,0.289333333333333,35.83714195219633,1.31,1.06,1.13,1.25,1,10
2007,10,Belet Weyne,2001,48.969,0.259,37.34018892091711,1.27,0.88,1.12,1.17,1,10
2007,9,Belet Weyne,2001,51.323,0.195666666666667,41.52305603188626,1.39,0.61,1.08,1.2,1,10
2007,8,Belet Weyne,2001,29.018,0.194333333333333,39.12737121430134,0.89,0.87,1.06,0.88,0,10
2007,7,Belet Weyne,2001,0.137,0.211333333333333,36.71106333977704,0.72,1.06,0.91,0.8,0,10
2007,6,Belet Weyne,2001,0.831,0.254333333333333,34.858115133706896,0.87,1.13,0.96,0.93,1,10
2007,5,Belet Weyne,2001,41.007,0.300333333333333,37.53028837608707,1.05,1.2,1.31,1.09,1,10
2007,4,Belet Weyne,2001,38.349,0.25,40.48576208804223,1.11,1.29,1.65,1.15,1,10
2007,3,Belet Weyne,2001,0.11,0.219333333333333,41.71059785629383,1.34,1.3,1.71,1.33,1,10
2007,2,Belet Weyne,2001,0.0,0.231666666666667,40.50496057361047,1.93,1.35,1.63,1.78,1,10
2007,1,Belet Weyne,2001,0.0,0.272,37.296129924909664,2.2,1.5,1.49,2.02,1,10
2006,12,Belet Weyne,2001,38.032,0.365,35.0873674278709,2.15,1.44,1.44,1.98,1,10
2006,11,Belet Weyne,2001,75.283,0.367,32.6201457663397,1.6,1.33,1.17,1.53,1,10
2006,10,Belet Weyne,2001,80.57,0.251333333333333,37.8929145762011,1.07,1.12,1.11,1.09,1,10
2006,9,Belet Weyne,2001,19.297,0.195666666666667,40.199004250370535,1.23,1.13,1.06,1.2,1,10
2006,8,Belet Weyne,2001,30.611,0.195,38.5381580113237,1.2,1.09,1.02,1.17,1,10
2006,7,Belet Weyne,2001,0.012,0.203,35.396881724558675,0.98,1.08,0.85,1.01,1,10
2006,6,Belet Weyne,2001,5.711,0.245,36.43438485245954,0.98,1.07,0.87,1.0,1,10
2006,5,Belet Weyne,2001,7.894,0.306333333333333,36.37736357754574,0.95,1.06,1.1,0.98,1,10
2006,4,Belet Weyne,2001,77.099,0.240666666666667,40.1090235423824,1.07,0.84,0.93,1.01,1,10
2006,3,Belet Weyne,2001,0.293,0.189666666666667,42.53864438933184,0.54,0.6,0.69,0.56,0,10
2006,2,Belet Weyne,2001,0.0,0.192333333333333,40.38491600583447,0.55,0.63,0.67,0.57,0,10
2006,1,Belet Weyne,2001,0.0,0.201333333333333,39.0507454432773,0.49,0.62,0.63,0.52,0,10
2005,12,Belet Weyne,2001,0.035,0.228333333333333,39.4127894284677,0.41,0.89,0.93,0.53,0,10
2005,11,Belet Weyne,2001,24.536,0.285666666666667,36.35588379427573,0.41,1.14,1.23,0.59,0,10
2005,10,Belet Weyne,2001,49.743,0.260666666666667,38.3130664499155,0.5,1.21,1.45,0.68,0,10
2005,9,Belet Weyne,2001,8.642,0.205666666666667,40.67617478423264,0.56,1.22,1.39,0.73,0,10
2005,8,Belet Weyne,2001,6.877,0.212,37.6549480899745,0.61,1.37,1.35,0.8,0,10
2005,7,Belet Weyne,2001,0.017,0.241,34.80920286355967,0.87,1.36,1.39,0.99,1,10
2005,6,Belet Weyne,2001,0.0,0.327333333333333,34.01697268681944,1.06,1.22,1.45,1.1,1,10
2005,5,Belet Weyne,2001,50.712,0.347333333333333,35.17777421979357,0.9,1.02,1.33,0.93,1,10
2005,4,Belet Weyne,2001,44.473,0.245333333333333,40.74817676872464,0.97,1.05,1.39,0.99,1,10
2005,3,Belet Weyne,2001,3.979,0.209,42.48070939862446,1.04,1.25,1.42,1.1,1,10
2005,2,Belet Weyne,2001,0.0,0.227,39.50097308582564,0.95,1.49,1.55,1.08,1,10
2005,1,Belet Weyne,2001,0.075,0.276,36.77014056721393,1.1,1.45,1.4,1.19,1,10
2004,12,Belet Weyne,2001,0.529,0.359666666666667,35.76574083911527,1.15,1.16,1.15,1.15,1,10
2004,11,Belet Weyne,2001,83.006,0.338666666666667,32.671199780656,0.92,0.88,0.85,0.91,1,10
2004,10,Belet Weyne,2001,61.917,0.218333333333333,40.12460088236956,0.37,0.84,0.56,0.49,0,10
2004,9,Belet Weyne,2001,0.928,0.174333333333333,41.106129572147005,0.36,1.06,0.54,0.54,0,10
2004,8,Belet Weyne,2001,0.854,0.174333333333333,37.15573233173146,0.41,0.84,0.53,0.51,0,10
2004,7,Belet Weyne,2001,0.225,0.184333333333333,36.99855726936,0.43,0.58,0.55,0.47,0,10
2004,6,Belet Weyne,2001,0.433,0.211,36.64935275995807,0.43,0.6,0.58,0.47,0,10
2004,5,Belet Weyne,2001,18.375,0.259666666666667,36.93717515882154,0.63,0.63,0.62,0.63,0,10
2004,4,Belet Weyne,2001,48.733,0.217666666666667,41.21293792580523,0.75,0.79,0.64,0.76,0,10
2004,3,Belet Weyne,2001,0.0,0.186333333333333,43.0645066322871,0.49,0.93,0.65,0.6,0,10
2004,2,Belet Weyne,2001,0.0,0.192,39.7172581073867,0.74,0.98,0.63,0.8,0,10
2004,1,Belet Weyne,2001,0.0,0.223333333333333,38.4133831674449,0.78,0.95,0.59,0.82,0,10
2003,12,Belet Weyne,2001,31.4,0.252666666666667,37.491907631391605,0.54,0.77,0.59,0.6,0,10
2003,11,Belet Weyne,2001,20.725,0.224333333333333,40.194527706118,0.25,0.54,0.6,0.32,0,10
2003,10,Belet Weyne,2001,14.855,0.203666666666667,41.15385630048823,0.27,0.87,0.91,0.42,0,10
2003,9,Belet Weyne,2001,11.016,0.191,41.32335643840704,0.6,1.11,1.09,0.73,0,10
2003,8,Belet Weyne,2001,4.401,0.194666666666667,38.205702926619765,0.63,1.28,1.22,0.79,0,10
2003,7,Belet Weyne,2001,0.825,0.211,35.39531282918043,0.65,1.24,1.26,0.8,0,10
2003,6,Belet Weyne,2001,1.318,0.273666666666667,35.52192061791887,0.91,1.08,1.13,0.95,1,10
2003,5,Belet Weyne,2001,27.037,0.322666666666667,35.640018384802964,1.21,1.14,0.98,1.19,1,10
2003,4,Belet Weyne,2001,74.226,0.236,41.79059108938064,1.4,1.1,1.05,1.32,1,10
2003,3,Belet Weyne,2001,1.369,0.192333333333333,41.98302386743803,1.53,0.97,1.37,1.39,1,10
2003,2,Belet Weyne,2001,0.848,0.201666666666667,40.8758101699455,1.68,1.04,1.53,1.52,1,10
2003,1,Belet Weyne,2001,0.0,0.236666666666667,38.36097766388233,1.44,1.24,1.4,1.39,1,10
2002,12,Belet Weyne,2001,6.884,0.297333333333333,36.26559232920274,1.22,1.37,1.37,1.26,1,10
2002,11,Belet Weyne,2001,25.745,0.360666666666667,35.75931591781643,1.16,1.31,1.13,1.2,1,10
2002,10,Belet Weyne,2001,90.583,0.286333333333333,36.73838921147817,1.01,1.12,0.86,1.04,1,10
2002,9,Belet Weyne,2001,26.189,0.19,38.7477797855832,0.78,0.91,0.57,0.81,0,10
2002,8,Belet Weyne,2001,8.068,0.179,38.39022554203176,0.48,0.86,0.55,0.58,0,10
2002,7,Belet Weyne,2001,0.0,0.181,36.77949364291597,0.47,1.04,0.57,0.61,0,10
2002,6,Belet Weyne,2001,1.405,0.205666666666667,35.452081927145564,0.66,1.09,0.83,0.77,0,10
2002,5,Belet Weyne,2001,8.659,0.283,38.83507393445673,0.86,1.1,1.1,0.92,1,10
2002,4,Belet Weyne,2001,64.035,0.244,39.64005125077356,0.87,1.12,0.96,0.93,1,10
2002,3,Belet Weyne,2001,0.54,0.185333333333333,41.50927578440833,0.52,1.05,0.7,0.66,0,10
2002,2,Belet Weyne,2001,0.0,0.187666666666667,40.58992054725397,0.59,1.06,0.68,0.7,0,10
2002,1,Belet Weyne,2001,0.0,0.206666666666667,37.84658898519981,0.49,1.02,0.63,0.62,0,10
2001,12,Belet Weyne,2001,3.91,0.251,37.74864990413951,0.42,0.82,0.63,0.52,0,10
2001,11,Belet Weyne,2001,13.537,0.312,37.148845576544566,0.4,0.57,0.62,0.44,0,10
2001,10,Belet Weyne,2001,53.881,0.242333333333333,40.42620143323873,0.43,0.6,0.88,0.47,0,10
2001,9,Belet Weyne,2001,17.09,0.187,41.47019487536173,0.5,0.9,1.03,0.6,0,10
2001,8,Belet Weyne,2001,2.32,0.189333333333333,39.26770023769717,0.47,1.04,0.82,0.61,0,10
2001,7,Belet Weyne,2001,0.214,0.184333333333333,35.16340123406403,0.49,1.19,0.84,0.67,0,10
2001,6,Belet Weyne,2001,0.044,0.225333333333333,35.75482609876956,0.49,1.16,1.07,0.66,0,10
2001,5,Belet Weyne,2001,24.336,0.32,36.3182921674695,0.6,0.95,0.91,0.69,0,10
2001,4,Belet Weyne,2001,53.764,0.237,40.31420750826977,0.61,0.63,0.62,0.61,0,10
2001,3,Belet Weyne,2001,0.0,0.192,44.73589003278986,0.04,0.4,0.61,0.13,0,10
2001,2,Belet Weyne,2001,0.0,0.195333333333333,40.989675040007,0.05,0.76,0.85,0.23,0,10
2001,1,Belet Weyne,2001,0.0,0.211,39.1324096778418,0.05,0.99,1.0,0.29,0,10
2024,1,Belet Xaawo,2603,1.192531232,0.583569963,35.46109437,2.51,1.76,2.32,2.32,1,11
2023,12,Belet Xaawo,2603,3.415915809,0.71856667,31.99430865,2.29,1.52,1.94,2.1,1,11
2023,11,Belet Xaawo,2603,179.1793914,0.739381952,29.37051181,2.38,1.32,1.86,2.11,1,11
2023,10,Belet Xaawo,2603,134.7675457,0.459719656,38.33963394,1.34,1.26,1.66,1.32,1,11
2023,9,Belet Xaawo,2603,1.721136467,0.298048556,39.73064358,1.23,1.31,1.37,1.25,1,11
2023,8,Belet Xaawo,2603,5.193240525,0.287833073,37.82117013,1.72,1.2,1.5,1.59,1,11
2023,7,Belet Xaawo,2603,3.736892385,0.011363252,34.90055989,1.76,1.26,1.56,1.63,1,11
2023,6,Belet Xaawo,2603,2.85985347,0.483658886,36.83860438,1.87,1.29,2.03,1.73,1,11
2023,5,Belet Xaawo,2603,9.232720291,0.525072595,34.64416394,1.78,1.5,1.84,1.71,1,11
2023,4,Belet Xaawo,2603,144.5874732,0.460761913,32.36645556,1.71,1.46,1.74,1.65,1,11
2023,3,Belet Xaawo,2603,42.01947068,0.583592924,40.29313352,1.01,1.15,1.38,1.05,1,11
2023,2,Belet Xaawo,2603,1.9767,0.2465,41.1952,0.54,0.91,0.91,0.63,0,11
2023,1,Belet Xaawo,2603,1.490214,0.266674,40.33604173,0.39,0.62,0.51,0.45,0,11
2022,12,Belet Xaawo,2603,1.21929,0.32019,39.0472421,0.27,0.59,0.49,0.35,0,11
2022,11,Belet Xaawo,2603,13.04935,0.37256945,36.25241,0.29,0.84,0.48,0.43,0,11
2022,10,Belet Xaawo,2603,34.44997704,0.185736474,42.27949063,0.53,1.08,0.47,0.67,0,11
2022,9,Belet Xaawo,2603,1.75588,0.18574,39.60364,0.75,1.29,0.47,0.89,0,11
2022,8,Belet Xaawo,2603,5.425084748,0.0,36.0957592,0.85,1.3,0.47,0.96,1,11
2022,7,Belet Xaawo,2603,6.28389161,0.178157594,34.65974469,0.97,1.3,0.57,1.05,1,11
2022,6,Belet Xaawo,2603,2.755792998,0.234073719,34.8099478301016,0.85,1.25,0.6,0.95,1,11
2022,5,Belet Xaawo,2603,35.51,0.37,35.42213601,0.68,1.23,0.61,0.82,0,11
2022,4,Belet Xaawo,2603,48.61,0.25,36.84,0.37,0.94,0.6,0.51,0,11
2022,3,Belet Xaawo,2603,1.14,0.21,42.87,0.28,0.76,0.62,0.4,0,11
2022,2,Belet Xaawo,2603,0.0,0.2,42.5,0.29,0.56,0.63,0.36,0,11
2022,1,Belet Xaawo,2603,0.0,0.23,42.35,0.27,0.54,0.61,0.34,0,11
2021,12,Belet Xaawo,2603,4.89,0.31,37.78,0.27,0.55,0.62,0.34,0,11
2021,11,Belet Xaawo,2603,29.72,0.33,40.75,0.27,0.75,0.88,0.39,0,11
2021,10,Belet Xaawo,2603,13.58,0.24,41.48,0.65,0.98,1.17,0.74,0,11
2021,9,Belet Xaawo,2603,1.45,0.245666667,39.70570856,1.33,1.22,1.16,1.3,1,11
2021,8,Belet Xaawo,2603,5.46,0.245333333,37.5720684,1.59,1.06,0.92,1.45,1,11
2021,7,Belet Xaawo,2603,6.242,0.210333333,34.64042169,1.86,0.92,0.96,1.63,1,11
2021,6,Belet Xaawo,2603,2.750671912,0.230017126,35.56095747,1.7,0.91,1.18,1.5,1,11
2021,5,Belet Xaawo,2603,77.581,0.500333333333333,39.2547122551568,1.32,1.05,1.02,1.25,1,11
2021,4,Belet Xaawo,2603,88.5711485,0.314,34.43299002,0.65,1.35,0.71,0.83,0,11
2021,3,Belet Xaawo,2603,10.47651392,0.248333333,43.06165031,0.95,1.18,0.74,1.01,1,11
2021,2,Belet Xaawo,2603,1.252053296,0.214333333,39.98865549,1.1,0.98,1.05,1.07,1,11
2021,1,Belet Xaawo,2603,1.924817718,0.200666667,41.06179503,0.83,0.88,1.25,0.84,0,11
2020,12,Belet Xaawo,2603,1.824,0.39,40.80189468,0.58,1.04,1.54,0.69,0,11
2020,11,Belet Xaawo,2603,49.563,0.466,34.12854207,0.61,1.21,1.53,0.76,0,11
2020,10,Belet Xaawo,2603,61.731,0.311,39.06199497,0.85,1.19,1.62,0.94,1,11
2020,9,Belet Xaawo,2603,0.0,0.254,40.39841662,1.89,1.14,1.57,1.7,1,11
2020,8,Belet Xaawo,2603,13.044,0.271666667,37.86401517,2.61,0.99,1.33,2.2,1,11
2020,7,Belet Xaawo,2603,13.199,0.287,34.8086212278876,2.24,0.83,1.42,1.88,1,11
2020,6,Belet Xaawo,2603,3.568,0.275333333333333,36.4087380330723,2.29,0.59,1.52,1.86,1,11
2020,5,Belet Xaawo,2603,6.753,0.611,37.266566822673,2.36,0.68,1.91,1.94,1,11
2020,4,Belet Xaawo,2603,174.608,0.353666666666667,38.4006919000571,3.04,1.06,1.9,2.54,1,11
2020,3,Belet Xaawo,2603,63.441,0.277,43.5550429883861,4.21,1.58,2.01,3.56,1,11
2020,2,Belet Xaawo,2603,0.0,0.284,42.3133020634088,3.88,1.85,1.97,3.37,1,11
2020,1,Belet Xaawo,2603,0.0,0.408666666666667,39.68401011,3.99,1.7,1.83,3.42,1,11
2019,12,Belet Xaawo,2603,22.515,0.568,31.768250942412465,4.26,1.55,1.75,3.58,1,11
2019,11,Belet Xaawo,2603,163.872,0.569666666666667,32.1945585769924,3.71,1.41,1.65,3.13,1,11
2019,10,Belet Xaawo,2603,333.85,0.389666666666667,33.240823037181535,3.57,1.23,1.47,2.98,1,11
2019,9,Belet Xaawo,2603,0.0,0.242,40.16276291813997,1.26,1.06,1.31,1.21,1,11
2019,8,Belet Xaawo,2603,0.427,0.246666666666667,38.10406829368774,1.73,1.03,1.27,1.56,1,11
2019,7,Belet Xaawo,2603,11.546,0.242,35.13692713259487,2.08,1.2,1.16,1.86,1,11
2019,6,Belet Xaawo,2603,4.07,0.328333333333333,33.56512384153663,1.83,1.04,1.0,1.63,1,11
2019,5,Belet Xaawo,2603,80.119,0.368666666666667,34.0933936652983,2.04,0.87,0.73,1.75,1,11
2019,4,Belet Xaawo,2603,76.163,0.278,39.8350342287526,1.57,0.65,1.07,1.34,1,11
2019,3,Belet Xaawo,2603,37.106,0.243666666666667,45.58682468425544,1.35,0.7,1.36,1.18,1,11
2019,2,Belet Xaawo,2603,0.0,0.240666666666667,43.102405894916366,1.13,1.05,1.58,1.11,1,11
2019,1,Belet Xaawo,2603,0.0,0.301,40.387449518112135,1.16,1.23,1.5,1.17,1,11
2018,12,Belet Xaawo,2603,37.167,0.456,34.542377947591895,1.09,1.18,1.54,1.12,1,11
2018,11,Belet Xaawo,2603,65.383,0.423666666666667,32.0953294434683,0.72,1.14,1.57,0.83,0,11
2018,10,Belet Xaawo,2603,42.832,0.281333333333333,41.4013820346146,0.65,1.19,1.61,0.78,0,11
2018,9,Belet Xaawo,2603,1.322,0.256666666666667,40.50418203363933,1.78,1.45,1.55,1.7,1,11
2018,8,Belet Xaawo,2603,0.0,0.256666666666667,37.53449379044434,2.12,1.53,1.49,1.97,1,11
2018,7,Belet Xaawo,2603,7.045,0.312333333333333,33.43960881124914,2.2,1.58,1.55,2.04,1,11
2018,6,Belet Xaawo,2603,1.494,0.379,32.37629485742457,2.3,1.6,1.31,2.13,1,11
2018,5,Belet Xaawo,2603,53.811,0.51,31.67271090762964,2.53,1.5,1.05,2.28,1,11
2018,4,Belet Xaawo,2603,181.162,0.315333333333333,34.03506380470404,1.96,1.19,0.67,1.77,1,11
2018,3,Belet Xaawo,2603,13.409,0.240666666666667,40.6047276670297,0.99,1.17,0.67,1.04,1,11
2018,2,Belet Xaawo,2603,0.106,0.221,42.79702825309867,0.67,1.13,0.94,0.78,0,11
2018,1,Belet Xaawo,2603,0.0,0.233,39.73320321545767,0.81,0.9,1.08,0.83,0,11
2017,12,Belet Xaawo,2603,0.004,0.407,39.02527377121487,0.9,0.59,0.9,0.82,0,11
2017,11,Belet Xaawo,2603,77.154,0.307333333333333,36.54218622422693,0.78,0.82,0.9,0.79,0,11
2017,10,Belet Xaawo,2603,42.52,0.234,39.78625660697787,0.41,1.06,1.1,0.57,0,11
2017,9,Belet Xaawo,2603,2.718,0.234666666666667,40.4429682025588,0.4,0.98,1.06,0.55,0,11
2017,8,Belet Xaawo,2603,2.696,0.211,36.4544964635551,0.52,0.77,1.01,0.59,0,11
2017,7,Belet Xaawo,2603,0.0,0.236666666666667,35.61755801898067,0.64,0.75,1.08,0.67,0,11
2017,6,Belet Xaawo,2603,3.304,0.312333333333333,36.01292050589944,0.57,0.9,0.92,0.65,0,11
2017,5,Belet Xaawo,2603,13.435,0.334333333333333,35.382294647679934,0.44,0.76,0.61,0.52,0,11
2017,4,Belet Xaawo,2603,52.049,0.263333333333333,41.61318562154487,0.42,0.5,0.58,0.44,0,11
2017,3,Belet Xaawo,2603,2.128,0.211,45.7270511608021,0.28,0.55,0.59,0.35,0,11
2017,2,Belet Xaawo,2603,0.123,0.221666666666667,42.83098833696081,0.39,0.88,0.59,0.52,0,11
2017,1,Belet Xaawo,2603,0.0,0.281,41.6103193772729,0.4,0.99,0.56,0.55,0,11
2016,12,Belet Xaawo,2603,14.322,0.277333333333333,36.543318908494335,0.3,0.78,0.55,0.42,0,11
2016,11,Belet Xaawo,2603,29.608,0.228333333333333,37.92694799323187,0.16,0.72,0.62,0.3,0,11
2016,10,Belet Xaawo,2603,3.33,0.216,42.09266320794754,0.1,0.96,0.99,0.32,0,11
2016,9,Belet Xaawo,2603,0.07,0.215666666666667,39.34731139239963,0.57,0.81,1.18,0.63,0,11
2016,8,Belet Xaawo,2603,0.0,0.229,39.87056226427823,0.54,0.54,1.31,0.54,0,11
2016,7,Belet Xaawo,2603,0.123,0.229,36.22843677575537,0.56,0.81,1.38,0.62,0,11
2016,6,Belet Xaawo,2603,0.119,0.380333333333333,36.55202506538463,0.86,1.0,1.23,0.89,0,11
2016,5,Belet Xaawo,2603,8.004,0.452666666666667,35.65924606632206,1.01,0.83,0.97,0.97,1,11
2016,4,Belet Xaawo,2603,99.7,0.267333333333333,37.32194133618683,0.99,0.84,0.68,0.95,1,11
2016,3,Belet Xaawo,2603,2.374,0.21,46.25747475481087,0.91,1.19,0.71,0.98,1,11
2016,2,Belet Xaawo,2603,0.247,0.208,41.96028618399654,0.93,1.01,0.71,0.95,1,11
2016,1,Belet Xaawo,2603,0.0,0.263333333333333,40.9819608391788,0.78,0.65,0.95,0.75,0,11
2015,12,Belet Xaawo,2603,1.318,0.380333333333333,37.72849338305087,1.0,0.85,1.15,0.96,1,11
2015,11,Belet Xaawo,2603,61.855,0.411,35.15409951908297,1.28,0.96,1.11,1.2,1,11
2015,10,Belet Xaawo,2603,108.7,0.280666666666667,35.743618751709505,1.09,0.78,0.85,1.01,1,11
2015,9,Belet Xaawo,2603,0.0,0.217333333333333,42.09874529548437,0.74,0.5,0.57,0.68,0,11
2015,8,Belet Xaawo,2603,0.0,0.208,39.59932391047164,1.01,0.51,0.56,0.89,0,11
2015,7,Belet Xaawo,2603,0.0,0.205,36.59217718501503,1.29,0.53,0.6,1.1,1,11
2015,6,Belet Xaawo,2603,3.436,0.236666666666667,38.22002351578593,1.39,0.54,0.62,1.18,1,11
2015,5,Belet Xaawo,2603,14.824,0.321666666666667,37.875382327292,1.3,0.56,0.63,1.12,1,11
2015,4,Belet Xaawo,2603,123.648,0.297,37.7318554457572,1.23,0.63,0.66,1.08,1,11
2015,3,Belet Xaawo,2603,6.22,0.236333333333333,44.28099303758827,0.75,0.66,0.68,0.72,0,11
2015,2,Belet Xaawo,2603,0.0,0.207,42.99139958317343,0.77,0.69,0.67,0.75,0,11
2015,1,Belet Xaawo,2603,0.0,0.247,40.462902089259565,1.11,0.89,0.63,1.05,1,11
2014,12,Belet Xaawo,2603,0.0,0.331,38.27381677837504,1.44,0.99,0.63,1.33,1,11
2014,11,Belet Xaawo,2603,76.872,0.372,33.20394768046427,1.23,0.95,0.63,1.16,1,11
2014,10,Belet Xaawo,2603,58.665,0.272,40.57191951628983,1.18,0.89,0.59,1.11,1,11
2014,9,Belet Xaawo,2603,6.017,0.215666666666667,39.84710272887744,1.13,0.69,0.57,1.02,1,11
2014,8,Belet Xaawo,2603,30.991,0.212333333333333,40.6354350895277,1.11,0.48,0.56,0.95,1,11
2014,7,Belet Xaawo,2603,30.991,0.208666666666667,37.150784575643634,0.79,0.5,0.61,0.72,0,11
2014,6,Belet Xaawo,2603,1.115,0.235,36.8984299814442,0.44,0.52,0.64,0.46,0,11
2014,5,Belet Xaawo,2603,10.0,0.302666666666667,38.17760127362333,0.59,0.55,0.68,0.58,0,11
2014,4,Belet Xaawo,2603,44.772,0.298666666666667,40.92222318862807,1.1,0.63,1.01,0.98,1,11
2014,3,Belet Xaawo,2603,13.938,0.245333333333333,43.64370452264577,1.33,0.7,1.26,1.17,1,11
2014,2,Belet Xaawo,2603,8.669,0.238333333333333,42.9582587533237,1.2,0.99,1.02,1.15,1,11
2014,1,Belet Xaawo,2603,0.0,0.283,40.7394873340862,1.02,1.14,0.67,1.05,1,11
2013,12,Belet Xaawo,2603,0.0,0.386666666666667,36.5526207670799,1.13,1.09,0.66,1.12,1,11
2013,11,Belet Xaawo,2603,82.075,0.382333333333333,31.79208991140793,1.19,0.85,0.91,1.11,1,11
2013,10,Belet Xaawo,2603,40.749,0.26,41.477800692103806,0.87,0.56,1.09,0.79,0,11
2013,9,Belet Xaawo,2603,25.031,0.226333333333333,41.17093380395567,1.57,0.89,1.31,1.4,1,11
2013,8,Belet Xaawo,2603,11.225,0.224,38.564285523327165,1.26,1.12,1.13,1.23,1,11
2013,7,Belet Xaawo,2603,0.291,0.222,34.7226677813611,0.87,1.14,0.97,0.94,1,11
2013,6,Belet Xaawo,2603,1.744,0.252333333333333,35.2334852694881,1.33,1.13,1.0,1.28,1,11
2013,5,Belet Xaawo,2603,1.683,0.360333333333333,37.75882328154344,1.59,1.09,1.22,1.46,1,11
2013,4,Belet Xaawo,2603,134.48,0.418,31.870981002379267,1.53,1.11,1.23,1.42,1,11
2013,3,Belet Xaawo,2603,36.603,0.277333333333333,42.71731333369746,1.2,0.86,0.96,1.11,1,11
2013,2,Belet Xaawo,2603,0.0,0.22,44.05830324946293,0.7,0.61,0.66,0.68,0,11
